	id,Created by	Country,Airport Name,City,ICAO),
(501,4,236,"Chalgrove Airport","Chalsgrove","EGLJ"),
(502,4,236,"Blackbushe Airport","Blackbushe","EGLK"),
(503,4,236,"London Heathrow Airport","London","EGLL"),
(504,4,236,"Southend Airport","Southend","EGMC"),
(505,4,236,"Lydd Airport","Lydd","EGMD"),
(506,4,236,"Kent International Airport","Manston","EGMH"),
(507,4,236,"Brough Airport","Brough","EGNB"),
(508,4,236,"Carlisle Airport","Carlisle","EGNC"),
(509,4,236,"Retford Gamston Airport","Repton","EGNE"),
(510,4,236,"Blackpool International Airport","Blackpool","EGNH"),
(511,4,236,"Humberside Airport","Humberside","EGNJ"),
(512,4,236,"Barrow Walney Island Airport","Barrow Island","EGNL"),
(513,4,236,"Leeds Bradford Airport","Leeds","EGNM"),
(514,4,236,"Warton Airport","Warton","EGNO"),
(515,4,236,"Hawarden Airport","Hawarden","EGNR"),
(516,4,109,"Isle of Man Airport","Isle Of Man","EGNS"),
(517,4,236,"Newcastle Airport","Newcastle","EGNT"),
(518,4,236,"Durham Tees Valley Airport","Teesside","EGNV"),
(519,4,236,"East Midlands Airport","East Midlands","EGNX"),
(520,4,236,"Llanbedr Airport","Llanbedr","EGOD"),
(521,4,236,"RAF Ternhill","Ternhill","EGOE"),
(522,4,236,"RAF Shawbury","Shawbury","EGOS"),
(523,4,236,"RAF Woodvale","Woodvale","EGOW"),
(524,4,236,"Kirkwall Airport","Kirkwall","EGPA"),
(525,4,236,"Sumburgh Airport","Sumburgh","EGPB"),
(526,4,236,"Wick Airport","Wick","EGPC"),
(527,4,236,"Aberdeen Dyce Airport","Aberdeen","EGPD"),
(528,4,236,"Inverness Airport","Inverness","EGPE"),
(529,4,236,"Glasgow International Airport","Glasgow","EGPF"),
(530,4,236,"Edinburgh Airport","Edinburgh","EGPH"),
(531,4,236,"Islay Airport","Islay","EGPI"),
(532,4,236,"Glasgow Prestwick Airport","Prestwick","EGPK"),
(533,4,236,"Benbecula Airport","Benbecula","EGPL"),
(534,4,236,"Scatsta Airport","Scatsta","EGPM"),
(535,4,236,"Dundee Airport","Dundee","EGPN"),
(536,4,236,"Stornoway Airport","Stornoway","EGPO"),
(537,4,236,"Tiree Airport","Tiree","EGPU"),
(538,4,236,"RAF Leuchars","Leuchars","EGQL"),
(539,4,236,"RAF Lossiemouth","Lossiemouth","EGQS"),
(540,4,236,"Cambridge Airport","Cambridge","EGSC"),
(541,4,236,"Peterborough Business Airport","Peterborough","EGSF"),
(542,4,236,"Norwich International Airport","Norwich","EGSH"),
(543,4,236,"London Stansted Airport","London","EGSS"),
(544,4,236,"North Weald Airport","North Weald","EGSX"),
(545,4,236,"Sheffield City Heliport","Fowlmere","EGSY"),
(546,4,236,"Cranfield Airport","Cranfield","EGTC"),
(547,4,236,"Exeter International Airport","Exeter","EGTE"),
(548,4,236,"Bristol Filton Airport","Bristol","EGTG"),
(549,4,236,"Oxford (Kidlington) Airport","Oxford","EGTK"),
(550,4,236,"RAF Benson","Benson","EGUB"),
(551,4,236,"RAF Lakenheath","Lakenheath","EGUL"),
(552,4,236,"RAF Mildenhall","Mildenhall","EGUN"),
(553,4,236,"RAF Wattisham","Wattisham","EGUW"),
(554,4,236,"RAF Wyton","Wyton","EGUY"),
(555,4,236,"RAF Fairford","Fairford","EGVA"),
(556,4,236,"RAF Brize Norton","Brize Norton","EGVN"),
(557,4,236,"RAF Odiham","Odiham","EGVO"),
(558,4,236,"DCAE Cosford Air Base","Cosford","EGWC"),
(559,4,236,"RAF Northolt","Northolt","EGWU"),
(560,4,236,"RAF Coningsby","Coningsby","EGXC"),
(561,4,236,"RAF Dishforth","Dishforth","EGXD"),
(562,4,236,"Leeming Airport","Leeming","EGXE"),
(563,4,236,"Leeds East Airport","Church Fenton","EGXG"),
(564,4,236,"RAF Honington","Honington","EGXH"),
(565,4,236,"RAF Cottesmore","Cottesmore","EGXJ"),
(566,4,236,"RAF Scampton","Scampton","EGXP"),
(567,4,236,"RAF Wittering","Wittering","EGXT"),
(568,4,236,"RAF Linton-On-Ouse","Linton-on-ouse","EGXU"),
(569,4,236,"RAF Waddington","Waddington","EGXW"),
(570,4,236,"RAF Topcliffe","Topcliffe","EGXZ"),
(571,4,236,"RAF Cranwell","Cranwell","EGYD"),
(572,4,236,"RAF Barkston Heath","Barkston Heath","EGYE"),
(573,4,236,"RAF Marham","Marham","EGYM"),
(574,4,500,"Mount Pleasant Airport","Mount Pleasant","EGYP"),
(575,4,158,"Amsterdam Airport Schiphol","Amsterdam","EHAM"),
(576,4,158,"Budel Airport","Weert","EHBD"),
(577,4,158,"Maastricht Aachen Airport","Maastricht","EHBK"),
(578,4,158,"Deelen Air Base","Deelen","EHDL"),
(579,4,158,"Drachten Airport","Drachten","EHDR"),
(580,4,158,"Eindhoven Airport","Eindhoven","EHEH"),
(581,4,158,"Eelde Airport","Groningen","EHGG"),
(582,4,158,"Gilze Rijen Air Base","Gilze-rijen","EHGR"),
(583,4,158,"De Kooy Airport","De Kooy","EHKD"),
(584,4,158,"Lelystad Airport","Lelystad","EHLE"),
(585,4,158,"Leeuwarden Air Base","Leeuwarden","EHLW"),
(586,4,158,"Rotterdam The Hague Airport","Rotterdam","EHRD"),
(587,4,158,"Soesterberg Air Base","Soesterberg","EHSB"),
(588,4,158,"Twente Airport","Enschede","EHTW"),
(589,4,158,"Valkenburg Naval Air Base","Valkenburg","EHVB"),
(590,4,158,"Woensdrecht Air Base","Woensdrecht","EHWO"),
(591,4,108,"Cork Airport","Cork","EICK"),
(592,4,108,"Galway Airport","Galway","EICM"),
(593,4,108,"Dublin Airport","Dublin","EIDW"),
(594,4,108,"Ireland West Knock Airport","Connaught","EIKN"),
(595,4,108,"Kerry Airport","Kerry","EIKY"),
(596,4,108,"Casement Air Base","Casement","EIME"),
(597,4,108,"Shannon Airport","Shannon","EINN"),
(598,4,108,"Sligo Airport","Sligo","EISG"),
(599,4,108,"Waterford Airport","Waterford","EIWF"),
(600,4,62,"Aarhus Airport","Aarhus","EKAH"),
(601,4,62,"Billund Airport","Billund","EKBI"),
(602,4,62,"Copenhagen Kastrup Airport","Copenhagen","EKCH"),
(603,4,62,"Esbjerg Airport","Esbjerg","EKEB"),
(604,4,62,"Grønholt Hillerød Airport","Gronholt","EKGH"),
(605,4,62,"Karup Airport","Karup","EKKA"),
(606,4,62,"Læsø Airport","Laeso","EKLS"),
(607,4,62,"Lolland Falster Maribo Airport","Maribo","EKMB"),
(608,4,62,"Odense Airport","Odense","EKOD"),
(609,4,62,"Kruså-Padborg Airport","Krusa-padborg","EKPB"),
(610,4,62,"Copenhagen Roskilde Airport","Copenhagen","EKRK"),
(611,4,62,"Bornholm Airport","Ronne","EKRN"),
(612,4,62,"Sønderborg Airport","Soenderborg","EKSB"),
(613,4,62,"Skrydstrup Air Base","Skrydstrup","EKSP"),
(614,4,62,"Skive Airport","Skive","EKSV"),
(615,4,62,"Thisted Airport","Thisted","EKTS"),
(616,4,62,"Kolding Vamdrup Airfield","Kolding","EKVD"),
(617,4,74,"Vagar Airport","Vagar","EKVG"),
(618,4,62,"Vesthimmerlands Flyveplads","Vesthimmerland","EKVH"),
(619,4,62,"Stauning Airport","Stauning","EKVJ"),
(620,4,62,"Aalborg Airport","Aalborg","EKYT"),
(621,4,131,"Luxembourg-Findel International Airport","Luxemburg","ELLX"),
(622,4,167,"Ålesund Airport","Alesund","ENAL"),
(623,4,167,"Andøya Airport","Andoya","ENAN"),
(624,4,167,"Alta Airport","Alta","ENAT"),
(625,4,167,"Bømoen Airport","Voss","ENBM"),
(626,4,167,"Brønnøysund Airport","Bronnoysund","ENBN"),
(627,4,167,"Bodø Airport","Bodo","ENBO"),
(628,4,167,"Bergen Airport Flesland","Bergen","ENBR"),
(629,4,167,"Båtsfjord Airport","Batsfjord","ENBS"),
(630,4,167,"Kristiansand Airport","Kristiansand","ENCN"),
(631,4,167,"Geilo Airport Dagali","Geilo","ENDI"),
(632,4,167,"Bardufoss Airport","Bardufoss","ENDU"),
(633,4,501,"Harstad/Narvik Airport, Evenes","EVE"),
(634,4,167,"Leirin Airport","Fagernes","ENFG"),
(635,4,167,"Florø Airport","Floro","ENFL"),
(636,4,167,"Oslo Gardermoen Airport","Oslo","ENGM"),
(637,4,167,"Haugesund Airport","Haugesund","ENHD"),
(638,4,167,"Hasvik Airport","Hasvik","ENHK"),
(639,4,167,"Kristiansund Airport (Kvernberget)","Kristiansund","ENKB"),
(640,4,167,"Kjeller Airport","Kjeller","ENKJ"),
(641,4,167,"Kirkenes Airport (Høybuktmoen)","Kirkenes","ENKR"),
(642,4,167,"Lista Airport","Farsund","ENLI"),
(643,4,167,"Molde Airport","Molde","ENML"),
(644,4,167,"Mosjøen Airport (Kjærstad)","Mosjoen","ENMS"),
(645,4,167,"Banak Airport","Lakselv","ENNA"),
(646,4,167,"Notodden Airport","Notodden","ENNO"),
(647,4,167,"Ørland Airport","Orland","ENOL"),
(648,4,167,"Røros Airport","Roros","ENRO"),
(649,4,502,"Moss Airport, Rygge","RYG"),
(650,4,503,"Svalbard Airport, Longyear","LYR"),
(651,4,167,"Skien Airport","Skien","ENSN"),
(652,4,167,"Stord Airport","Stord","ENSO"),
(653,4,167,"Sandnessjøen Airport (Stokka)","Sandnessjoen","ENST"),
(654,4,167,"Tromsø Airport","Tromso","ENTC"),
(655,4,504,"Sandefjord Airport, Torp","TRF"),
(656,4,167,"Trondheim Airport Værnes","Trondheim","ENVA"),
(657,4,167,"Stavanger Airport Sola","Stavanger","ENZV"),
(658,4,178,"Babice Airport","Warsaw","EPBC"),
(659,4,178,"Gdansk Lech Walesa Airport","Gdansk","EPGD"),
(660,4,178,"Kraków John Paul II International Airport","Krakow","EPKK"),
(661,4,178,"Muchowiec Airport","Katowice","EPKM"),
(662,4,178,"Katowice International Airport","Katowice","EPKT"),
(663,4,178,"Mielec Airport","Mielec","EPML"),
(664,4,178,"Poznan-Lawica Airport","Poznan","EPPO"),
(665,4,178,"Rzeszów-Jasionka Airport","Rzeszow","EPRZ"),
(666,4,178,"Szczecin-Goleniów ""Solidarnosc"" Airport","Szczecin","EPSC"),
(667,4,178,"Redzikowo Air Base","Slupsk","EPSK"),
(668,4,178,"Swidwin Military Air Base","Shapaja","EPSN"),
(669,4,178,"Warsaw Chopin Airport","Warsaw","EPWA"),
(670,4,178,"Copernicus Wroclaw Airport","Wroclaw","EPWR"),
(671,4,178,"Zielona Góra-Babimost Airport","Zielona Gora","EPZG"),
(672,4,216,"Malmen Air Base","Linkoeping","ESCF"),
(673,4,216,"Bråvalla Air Base","Norrkoeping","ESCK"),
(674,4,216,"Uppsala Airport","Uppsala","ESCM"),
(675,4,216,"Ronneby Airport","Ronneby","ESDF"),
(676,4,216,"Råda Air Base","Rada","ESFR"),
(677,4,216,"Gothenburg-Landvetter Airport","Gothenborg","ESGG"),
(678,4,216,"Jönköping Airport","Joenkoeping","ESGJ"),
(679,4,216,"Falköping Airport","Falkoping","ESGK"),
(680,4,216,"Lidköping-Hovby Airport","Lidkoping","ESGL"),
(681,4,216,"Gothenburg City Airport","Gothenborg","ESGP"),
(682,4,216,"Skövde Airport","Skovde","ESGR"),
(683,4,216,"Trollhättan-Vänersborg Airport","Trollhattan","ESGT"),
(684,4,216,"Karlsborg Air Base","Karlsborg","ESIA"),
(685,4,216,"Såtenäs Air Base","Satenas","ESIB"),
(686,4,216,"Barkarby Airport","Stockholm","ESKB"),
(687,4,216,"Karlskoga Airport","Karlskoga","ESKK"),
(688,4,216,"Mora Airport","Mora","ESKM"),
(689,4,216,"Stockholm Skavsta Airport","Stockholm","ESKN"),
(690,4,216,"Arvika Airport","Arvika","ESKV"),
(691,4,216,"Emmaboda Airfield","Emmaboda","ESMA"),
(692,4,216,"Feringe Airport","Ljungby","ESMG"),
(693,4,216,"Kristianstad Airport","Kristianstad","ESMK"),
(694,4,216,"Landskrona Airport","Landskrona","ESML"),
(695,4,216,"Oskarshamn Airport","Oskarshamn","ESMO"),
(696,4,216,"Anderstorp Airport","Anderstorp","ESMP"),
(697,4,216,"Kalmar Airport","Kalkmar","ESMQ"),
(698,4,216,"Malmö Sturup Airport","Malmoe","ESMS"),
(699,4,216,"Halmstad Airport","Halmstad","ESMT"),
(700,4,216,"Hagshult Air Base","Hagshult","ESMV"),
(701,4,216,"Växjö Kronoberg Airport","Vaxjo","ESMX"),
(702,4,216,"Hallviken Airport","Hallviken","ESNA"),
(703,4,216,"Hedlanda Airport","Hede","ESNC"),
(704,4,216,"Sveg Airport","Sveg","ESND"),
(705,4,216,"Gällivare Airport","Gallivare","ESNG"),
(706,4,216,"Hudiksvall Airport","Hudiksvall","ESNH"),
(707,4,216,"Jokkmokk Airport","Jokkmokk","ESNJ"),
(708,4,216,"Kramfors Sollefteå Airport","Kramfors","ESNK"),
(709,4,216,"Lycksele Airport","Lycksele","ESNL"),
(710,4,216,"Optand Airport","Optand","ESNM"),
(711,4,216,"Sundsvall-Härnösand Airport","Sundsvall","ESNN"),
(712,4,216,"Örnsköldsvik Airport","Ornskoldsvik","ESNO"),
(713,4,216,"Piteå Airport","Pitea","ESNP"),
(714,4,216,"Kiruna Airport","Kiruna","ESNQ"),
(715,4,216,"Orsa Airport","Orsa","ESNR"),
(716,4,216,"Skellefteå Airport","Skelleftea","ESNS"),
(717,4,216,"Sättna Airport","Sattna","ESNT"),
(718,4,216,"Umeå Airport","Umea","ESNU"),
(719,4,216,"Vilhelmina Airport","Vilhelmina","ESNV"),
(720,4,216,"Arvidsjaur Airport","Arvidsjaur","ESNX"),
(721,4,216,"Örebro Airport","Orebro","ESOE"),
(722,4,216,"Stockholm Västerås Airport","Vasteras","ESOW"),
(723,4,216,"Luleå Airport","Lulea","ESPA"),
(724,4,216,"Vidsel Air Base","Vidsel","ESPE"),
(725,4,216,"Arboga Airport","Arboga","ESQO"),
(726,4,216,"Stockholm-Arlanda Airport","Stockholm","ESSA"),
(727,4,216,"Stockholm-Bromma Airport","Stockholm","ESSB"),
(728,4,216,"Borlange Airport","Borlange","ESSD"),
(729,4,216,"Hultsfred Airport","Hultsfred","ESSF"),
(730,4,216,"Gävle Sandviken Airport","Gavle","ESSK"),
(731,4,216,"Linköping City Airport","Linkoeping","ESSL"),
(732,4,216,"Norrköping Airport","Norrkoeping","ESSP"),
(733,4,216,"Eskilstuna Airport","Eskilstuna","ESSU"),
(734,4,216,"Visby Airport","Visby","ESSV"),
(735,4,216,"Kalixfors Airport","Kalixfors","ESUK"),
(736,4,84,"Spangdahlem Air Base","Spangdahlem","ETAD"),
(737,4,84,"Ramstein Air Base","Ramstein","ETAR"),
(738,4,84,"[Duplicate] Giebelstadt Army Air Field","Giebelstadt","ETEU"),
(739,4,84,"Bückeburg Air Base","Brueckeburg","ETHB"),
(740,4,84,"Celle Airport","Celle","ETHC"),
(741,4,84,"Rheine Bentlage Air Base","Rheine-brentlange","ETHE"),
(742,4,84,"Fritzlar Airport","Fritzlar","ETHF"),
(743,4,84,"Laupheim Air Base","Laupheim","ETHL"),
(744,4,84,"Mendig Airport","Mendig","ETHM"),
(745,4,84,"Niederstetten Army Air Base","Niederstetten","ETHN"),
(746,4,84,"Roth Airport","Roth","ETHR"),
(747,4,84,"Fassberg Air Base","Fassberg","ETHS"),
(748,4,84,"Grafenwohr Army Air Field","Grafenwoehr","ETIC"),
(749,4,84,"Hanau Army Air Field","Hanau","ETID"),
(750,4,84,"Hohenfels Army Air Field","Hohenfels","ETIH"),
(751,4,84,"Flugplatz Kitzingen","Kitzingen","ETIN"),
(752,4,84,"Nordholz Naval Airbase","Nordholz","ETMN"),
(753,4,84,"Diepholz Air Base","Diepholz","ETND"),
(754,4,84,"Geilenkirchen Air Base","Geilenkirchen","ETNG"),
(755,4,84,"Hohn Airport","Hohn","ETNH"),
(756,4,84,"Jever Air Base","Jever","ETNJ"),
(757,4,84,"Rostock-Laage Airport","Laage","ETNL"),
(758,4,84,"Nörvenich Air Base","Noervenich","ETNN"),
(759,4,84,"Schleswig Air Base","Schleswig","ETNS"),
(760,4,84,"Wittmundhafen Airport","Wittmundhafen","ETNT"),
(761,4,84,"Wunstorf Air Base","Wunstorf","ETNW"),
(762,4,84,"Vilseck Army Air Field","Vilseck","ETOI"),
(763,4,84,"Coleman Army Air Field","Coleman","ETOR"),
(764,4,84,"Wiesbaden Army Airfield","Wiesbaden","ETOU"),
(765,4,84,"Landsberg Lech Air Base","Landsberg","ETSA"),
(766,4,84,"Büchel Air Base","Buechel","ETSB"),
(767,4,84,"Erding Airport","Erding","ETSE"),
(768,4,84,"Fürstenfeldbruck Air Base","Fuerstenfeldbruck","ETSF"),
(769,4,84,"Holzdorf Air Base","Holzdorf","ETSH"),
(770,4,84,"Ingolstadt Manching Airport","Ingolstadt","ETSI"),
(771,4,84,"Lechfeld Air Base","Lechfeld","ETSL"),
(772,4,84,"Neuburg AFB","Neuburg","ETSN"),
(773,4,84,"Gütersloh Air Base","Guetersloh","ETUO"),
(774,4,207,"Alexander Bay Airport","Alexander Bay","FAAB"),
(775,4,207,"Aggeneys Airport","Aggeneys","FAAG"),
(776,4,207,"Brakpan Airport","Brakpan","FABB"),
(777,4,207,"Bisho Airport","Bisho","FABE"),
(778,4,207,"Bram Fischer International Airport","Bloemfontein","FABL"),
(779,4,207,"Bethlehem Airport","Bethlehem","FABM"),
(780,4,207,"Hendrik Potgieter Airport","Bothaville","FABO"),
(781,4,207,"Cape Town International Airport","Cape Town","FACT"),
(782,4,207,"Calvinia Airport","Calvinia","FACV"),
(783,4,207,"King Shaka International Airport","Durban","FALE"),
(784,4,207,"Ben Schoeman Airport","East London","FAEL"),
(785,4,207,"Ermelo Airport","Ermelo","FAEO"),
(786,4,207,"Ficksburg Sentraoes Airport","Ficksburg","FAFB"),
(787,4,207,"Grand Central Airport","Johannesburg","FAGC"),
(788,4,207,"George Airport","George","FAGG"),
(789,4,207,"Graaff Reinet Airport","Graaff Reinet","FAGR"),
(790,4,207,"Grahamstown Airport","Grahamstown","FAGT"),
(791,4,207,"Greytown Airport","Greytown","FAGY"),
(792,4,207,"Harmony Airport","Harmony","FAHA"),
(793,4,207,"Harrismith Airport","Harrismith","FAHR"),
(794,4,207,"Hoedspruit Air Force Base Airport","Hoedspruit","FAHS"),
(795,4,207,"Gariep Dam Airport","Hendrik Verwoerddam","FAHV"),
(796,4,207,"OR Tambo International Airport","Johannesburg","FAOR"),
(797,4,207,"P C Pelser Airport","Klerksdorp","FAKD"),
(798,4,207,"Kimberley Airport","Kimberley","FAKM"),
(799,4,207,"Krugersdorp Airport","Krugersdorp","FAKR"),
(800,4,207,"Kroonstad Airport","Kroonstad","FAKS"),
(801,4,207,"Johan Pienaar Airport","Kuruman","FAKU"),
(802,4,207,"Kleinsee Airport","Kleinsee","FAKZ"),
(803,4,207,"Lanseria Airport","Johannesburg","FALA"),
(804,4,207,"Lichtenburg Airport","Lichtenburg","FALI"),
(805,4,207,"Makhado Air Force Base Airport","Lambertsbaai","FALM"),
(806,4,207,"Langebaanweg Airport","Langebaanweg","FALW"),
(807,4,207,"Ladysmith Airport","Ladysmith","FALY"),
(808,4,207,"Middelburg Airport","Middelburg","FAMB"),
(809,4,207,"Margate Airport","Margate","FAMG"),
(810,4,207,"Marble Hall Airport","Marble Hall","FAMI"),
(811,4,207,"Majuba Power Station Airport","Majuba Power Station","FAMJ"),
(812,4,207,"Riverside Airport","Malalane","FAMN"),
(813,4,207,"Morningside Farm Airport","Musina","FAMS"),
(814,4,207,"Mkuze Airport","Mkuze","FAMU"),
(815,4,207,"Newcastle Airport","Newcastle","FANC"),
(816,4,207,"Nylstroom Airfield","Nylstroom","FANY"),
(817,4,207,"Overberg Airport","Overberg","FAOB"),
(818,4,207,"Oudtshoorn Airport","Oudtshoorn","FAOH"),
(819,4,207,"Port Elizabeth Airport","Port Elizabeth","FAPE"),
(820,4,207,"Plettenberg Bay Airport","Plettenberg Bay","FAPG"),
(821,4,207,"Hendrik Van Eck Airport","Phalaborwa","FAPH"),
(822,4,207,"Pietersburg Municipal Airport","Polokwane","FAPI"),
(823,4,207,"Port St Johns Airport","Port Saint Johns","FAPJ"),
(824,4,207,"Pietermaritzburg Airport","Pietermaritzburg","FAPM"),
(825,4,207,"Pilanesberg International Airport","Pilanesberg","FAPN"),
(826,4,207,"Polokwane International Airport","Potgietersrus","FAPP"),
(827,4,207,"Potchefstroom Airport","Potchefstroom","FAPS"),
(828,4,207,"Parys Airport","Parys","FAPY"),
(829,4,207,"Queenstown Airport","Queenstown","FAQT"),
(830,4,207,"Richards Bay Airport","Richard's Bay","FARB"),
(831,4,207,"Rustenburg Airport","Rustenburg","FARG"),
